itemcode,division,revenue_type,status,jobcode,customer_segment,manufacturing_type,productID,typeOfSale,forecast_date,createDate,PODate,cost,qty
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,,MTS,P45906,Sale,2025-05-10,2025-04-29,2025-04-29,19003.97,1.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,,MTS,P46074,Sale,2025-05-10,2025-04-29,2025-04-29,21418.62,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,,MTS,P45906,Sale,2025-05-09,2025-04-29,2025-04-29,19003.97,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250094,,MTS,P46071,Sale,2025-05-09,2025-04-29,2025-04-29,21477.3,3.0
VT-F-99-010202,PEM107,Omni Channel,Actual,VT250038,Smart Shop,MTS,P45854,Sale,2025-05-07,2025-04-29,2025-04-29,8729.27,1.0
RS-F-99-041008,PEM107,Omni Channel,Actual,RS250107,Cambodia,MTO,P51320,Sale,2025-05-26,2025-03-07,2025-03-07,56491.26,6.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250036,Dealer,MTS,P45906,Sale,2025-05-07,2025-04-30,2025-04-30,17749.45,1.0
CT-F-99-020526,PEM107,Omni Channel,Actual,CT240327,Dealer,MTS,P45936,Sale,2025-05-07,2025-04-30,2025-04-30,40714.11,3.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250064,Contractor,MTS,P47174,Sale,2025-06-06,2025-04-30,2025-04-30,15101.64,2.0
CT-F-99-020511,PEM107,Omni Channel,Actual,CT250108,Contractor,MTS,P46077,Sale,2025-06-06,2025-04-30,2025-04-30,16655.96,2.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT250099,Smart Shop,MTS,P45962,Sale,2025-05-09,2025-05-02,2025-05-02,17079.08,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250094,End User,MTS,P46071,Sale,2025-05-15,2025-05-06,2025-05-06,21996.66,3.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT250019,Dealer,MTS,P46069,Sale,2025-05-16,2025-05-06,2025-05-06,36302.75,5.0
CT-F-99-020503,PEM107,Omni Channel,Actual,CT250003,Dealer,MTS,P46070,Sale,2025-05-16,2025-05-06,2025-05-06,35649.8,5.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250058,Dealer,MTS,P46071,Sale,2025-05-16,2025-05-06,2025-05-06,36661.1,5.0
CT-F-99-020501,PEM107,Omni Channel,Actual,CT250018,Dealer,MTS,P46123,Sale,2025-05-16,2025-05-06,2025-05-06,35569.05,5.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,End User,MTS,P45906,Sale,2025-05-15,2025-05-06,2025-05-06,20333.11,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250036,Contractor,MTS,P45906,Sale,2025-05-22,2025-05-06,2025-05-06,20333.11,1.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT250099 ,Contractor,MTS,P45962,Sale,2025-05-22,2025-05-06,2025-05-06,51237.24,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054,Contractor,MTS,P45906,Sale,2025-05-30,2025-05-07,2025-05-07,20333.11,1.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250045,Contractor,MTS,P46072,Sale,2025-05-30,2025-05-07,2025-05-07,21966.72,3.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250095,Contractor,MTS,P46072,Sale,2025-05-30,2025-05-07,2025-05-07,14644.48,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Contractor,MTS,P47174,Sale,2025-05-30,2025-05-07,2025-05-07,16528.06,2.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,Contractor,MTS,P46074,Sale,2025-05-30,2025-05-07,2025-05-07,22471.77,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,Contractor,MTS,P45906,Sale,2025-05-30,2025-05-07,2025-05-07,20333.11,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250111,Inside Group,MTO,P46071,Sale,2025-05-08,2025-05-07,2025-05-07,14664.44,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,End User,MTS,P47174,Sale,2025-05-14,2025-05-07,2025-05-07,16528.06,2.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250059,End User,MTS,P46073,Sale,2025-05-14,2025-05-07,2025-05-07,14922.84,2.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250094,Contractor,MTS,P46071,Sale,2025-05-16,2025-05-07,2025-05-07,21996.66,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,Contractor,MTS,P45906,Sale,2025-05-16,2025-05-07,2025-05-07,20333.11,1.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT250019,Contractor,MTS,P46069,Sale,2025-05-21,2025-05-07,2025-05-07,21781.65,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,Contractor,MTS,P45906,Sale,2025-05-21,2025-05-07,2025-05-07,20333.11,1.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,Contractor,MTS,P46074,Sale,2025-05-16,2025-05-07,2025-05-07,22471.77,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250036,Contractor,MTS,P45906,Sale,2025-05-16,2025-05-07,2025-05-07,20333.11,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Contractor,MTS,P45906,Sale,2025-06-30,2025-05-07,2025-05-07,20333.11,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250109,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P46075,Sale,2025-06-12,2025-05-08,2025-05-08,17212.7,2.0
CT-F-99-020511,PEM107,Omni Channel,Actual,CT250122,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P46077,Sale,2025-06-12,2025-05-08,2025-05-08,70409.68,8.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250071,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P47174,Sale,2025-06-12,2025-05-08,2025-05-08,82640.3,10.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250007,Contractor,MTS,P46038,Sale,2025-05-21,2025-05-08,2025-05-08,25533.27,1.0
CT-F-99-020706,PEM107,Omni Channel,Actual,CT250123,Contractor,MTO,P46095,Sale,2025-05-21,2025-05-08,2025-05-08,23751.6,3.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,Smart Shop,MTS,P46074,Sale,2025-05-16,2025-05-08,2025-05-08,22471.77,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,Smart Shop,MTS,P45906,Sale,2025-05-16,2025-05-08,2025-05-08,20333.11,1.0
RS-F-99-070003,PEM107,Omni Channel,Actual,RS250185,End User,MTO,P45536,Sale,2025-06-06,2025-05-09,2025-05-09,1040.25,3.0
RS-F-99-070006,PEM107,Omni Channel,Actual,RS250176,Cambodia,MTO,P45676,Sale,2025-06-19,2025-05-09,2025-05-09,9777.6,30.0
RS-F-99-070005,PEM107,Omni Channel,Actual,RS250177,Cambodia,MTO,P46105,Sale,2025-06-19,2025-05-09,2025-05-09,3869.28,12.0
RS-F-99-041006,PEM107,Omni Channel,Actual,RS250178,Cambodia,MTO,P51318,Sale,2025-06-19,2025-05-09,2025-05-09,120193.56,12.0
RS-F-99-070003,PEM107,Omni Channel,Actual,RS250183,Contractor,MTO,P45536,Sale,2025-05-20,2025-05-13,2025-05-13,1040.25,3.0
RS-F-99-070006,PEM107,Omni Channel,Actual,RS250184,Contractor,MTO,P45676,Sale,2025-05-20,2025-05-13,2025-05-13,4888.8,15.0
CT-F-99-020704,PEM107,Omni Channel,Actual,CT250126,Contractor,MTO,P46093,Sale,2025-06-13,2025-05-13,2025-05-13,16133.16,2.0
VT-F-99-010303,PEM107,Omni Channel,Actual,VT250066,Contractor,MTS,P51638,Sale,2025-06-13,2025-05-13,2025-05-13,20502.78,2.0
CT-F-99-020503,PEM107,Omni Channel,Actual,CT250003,Contractor,MTS,P46070,Sale,2025-05-19,2025-05-13,2025-05-13,29328.88,4.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Contractor,MTS,P47174,Sale,2025-05-19,2025-05-13,2025-05-13,33056.12,4.0
CT-F-99-020511,PEM107,Omni Channel,Actual,CT250021,Contractor,MTS,P46077,Sale,2025-05-19,2025-05-13,2025-05-13,17602.42,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Contractor,MTS,P47174,Sale,2025-05-19,2025-05-13,2025-05-13,16528.06,2.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250008,Smart Shop,MTS,P46075,Sale,2025-05-21,2025-05-13,2025-05-13,17212.7,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250036,End User,MTS,P45906,Sale,2025-05-23,2025-05-14,2025-05-14,20333.11,1.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT250019 ,End User,MTS,P46069,Sale,2025-05-23,2025-05-14,2025-05-14,21781.65,3.0
CT-F-99-020506,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P46073,Sale,2025-07-04,2025-05-14,2025-05-14,4056775.5,411.0
CT-F-99-020507,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P46074,Sale,2025-07-04,2025-05-14,2025-05-14,2881910.5,287.0
CT-F-99-020701,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P46090,Sale,2025-08-13,2025-05-14,2025-05-14,7957861.2,556.0
CT-F-99-020702,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P46091,Sale,2025-07-04,2025-05-14,2025-05-14,3792865.5,265.0
CT-F-99-020703,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P46092,Sale,2025-07-04,2025-05-14,2025-05-14,1532454.0,107.0
CT-F-99-020706,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P46095,Sale,2025-07-04,2025-05-14,2025-05-14,431055.0,30.0
CT-F-99-020708,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P46096,Sale,2025-07-04,2025-05-14,2025-05-14,751514.4,52.0
CT-F-99-020709,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P46098,Sale,2025-07-04,2025-05-14,2025-05-14,30541.2,2.0
CT-F-99-020707,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P51530,Sale,2025-07-04,2025-05-14,2025-05-14,259637.4,18.0
CT-F-99-020710,PPS,Tendering,Actual,CTR-2025-02440,Local Utility,MTO,P51720,Sale,2025-07-04,2025-05-14,2025-05-14,121420.8,8.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250008,Contractor,MTS,P46075,Sale,2025-05-27,2025-05-14,2025-05-14,25027.8,3.0
VT-F-99-010715,PEM107,Omni Channel,Actual,VT240191,Contractor,MTS,P46029,Sale,2025-05-29,2025-05-14,2025-05-14,17679.12,1.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,Contractor,MTS,P46074,Sale,2025-05-29,2025-05-14,2025-05-14,21418.62,3.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250094,Contractor,MTS,P46071,Sale,2025-06-04,2025-05-14,2025-05-14,21996.66,3.0
CT-F-99-020501,PEM107,Omni Channel,Actual,CT250018,Contractor,MTS,P46123,Sale,2025-06-06,2025-05-14,2025-05-14,21341.43,3.0
CT-F-99-020508,PTS,Tendering,Actual,CTR-2025-02462,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTO,P46075,Sale,2025-07-25,2025-05-15,2025-05-15,21686.0,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054 ,Contractor,MTS,P45906,Sale,2025-06-06,2025-05-14,2025-05-14,20333.11,1.0
CT-F-99-020511,PTS,Tendering,Actual,CTR-2025-02462,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTO,P46077,Sale,2025-07-25,2025-05-15,2025-05-15,184680.0,16.0
VT-F-99-010203,PTS,Tendering,Actual,CTR-2025-02462,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTO,P47174,Sale,2025-07-25,2025-05-15,2025-05-15,226827.0,18.0
CT-F-99-020530,PEM107,Omni Channel,Actual,CT250068,Contractor,MTS,P45966,Sale,2025-05-16,2025-05-15,2025-05-15,50750.64,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250029 ,Contractor,MTS,P45906,Sale,2025-05-16,2025-05-15,2025-05-15,20333.11,1.0
CT-F-99-020510,PEM107,Omni Channel,Actual,CT250065,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P46076,Sale,2025-06-13,2025-05-15,2025-05-15,17584.32,2.0
CT-F-99-020511,PEM107,Omni Channel,Actual,"CT250108,CT250122",การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P46077,Sale,2025-06-13,2025-05-15,2025-05-15,52807.26,6.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250071,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P47174,Sale,2025-06-13,2025-05-15,2025-05-15,66112.24,8.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250109,Inside Group,MTS,P46075,Sale,2025-06-13,2025-05-15,2025-05-15,17212.7,2.0
CT-F-99-020511,PEM107,Omni Channel,Actual,"CT250108,CT250116",Inside Group,MTS,P46077,Sale,2025-06-13,2025-05-15,2025-05-15,140819.36,16.0
VT-F-99-010203,PEM107,Omni Channel,Actual,"VT250064,VT250071",Inside Group,MTS,P47174,Sale,2025-06-13,2025-05-15,2025-05-15,148752.54,18.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054 ,Factory,MTS,P45906,Sale,2025-05-17,2025-05-15,2025-05-15,20333.11,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250094,Factory,MTS,P46071,Sale,2025-05-17,2025-05-15,2025-05-15,21996.66,3.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250058,Contractor,MTS,P46071,Sale,2025-05-21,2025-05-16,2025-05-16,14664.44,2.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250095,Contractor,MTS,P46072,Sale,2025-05-21,2025-05-16,2025-05-16,29288.96,4.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Contractor,MTS,P47174,Sale,2025-05-21,2025-05-16,2025-05-16,49584.18,6.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250064,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P47174,Sale,2025-06-13,2025-05-16,2025-05-16,16528.06,2.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250069,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P46075,Sale,2025-06-13,2025-05-16,2025-05-16,17212.7,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250036,Contractor,MTS,P45906,Sale,2025-05-23,2025-05-16,2025-05-16,20333.11,1.0
CT-F-99-020525,PEM107,Omni Channel,Actual,CT240294,Contractor,MTS,P45923,Sale,2025-05-23,2025-05-16,2025-05-16,46757.58,3.0
CT-F-99-020510,PEM107,Omni Channel,Actual,CT250009,Contractor,MTS,P46076,Sale,2025-05-23,2025-05-16,2025-05-16,17584.32,2.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT250072,Contractor,MTS,P46935,Sale,2025-12-26,2025-05-16,2025-05-16,47039.43,3.0
CT-F-99-020726,PEM107,Omni Channel,MPS,CT250130,Contractor,MTO,P46037,Sale,2026-10-30,2025-05-19,2025-05-19,49245.0,3.0
VT-F-99-010819,PEM107,Omni Channel,MPS,VT250018,Contractor,MTO,P46038,Sale,2026-10-30,2025-05-19,2025-05-19,25533.27,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250069,Contractor,MTS,P46075,Sale,2025-07-01,2025-05-19,2025-05-19,25819.05,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059 ,Contractor,MTS,P45906,Sale,2025-07-01,2025-05-19,2025-05-19,20333.11,1.0
CT-F-99-020501,PDEMO,Omni Channel,Actual,,Foreign Industry,,P46123,Sale,2025-10-08,2025-05-19,2025-05-19,465000.0,50.0
CT-F-99-020514,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P51982,Sale,2025-08-20,2025-05-19,2025-05-19,93000.0,10.0
CT-F-99-020502,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P46069,Sale,2025-10-08,2025-05-19,2025-05-19,186000.0,20.0
RS-F-99-090011,PEM107,Omni Channel,Actual,RS250194,Contractor,MTS,P51507,Sale,2025-06-05,2025-05-19,2025-05-19,3972.69,3.0
CT-F-99-020703,PEM107,Omni Channel,Actual,CT250131,Contractor,MTO,P46092,Sale,2025-06-20,2025-05-19,2025-05-19,24163.62,3.0
VT-F-99-010818,PEM107,Omni Channel,Actual,VT250080,Contractor,MTO,P51459,Sale,2025-06-20,2025-05-19,2025-05-19,24416.39,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054,,,P45906,Sale,2025-05-23,2025-05-19,2025-05-19,20333.11,1.0
CT-F-99-020510,PEM107,Omni Channel,Actual,CT250009,,,P46076,Sale,2025-05-23,2025-05-19,2025-05-19,26376.48,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054,,,P45906,Sale,2025-05-23,2025-05-19,2025-05-19,20333.11,1.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250045,,,P46072,Sale,2025-05-23,2025-05-19,2025-05-19,19210.59,3.0
CT-F-99-020503,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P46070,Sale,2025-08-20,2025-05-19,2025-05-19,93000.0,10.0
CT-F-99-020504,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P46071,Sale,2025-10-08,2025-05-19,2025-05-19,37880.0,4.0
CT-F-99-020505,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P46072,Sale,2025-06-20,2025-05-19,2025-05-19,38400.0,4.0
RS-F-99-070003,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P45536,Sale,2025-08-20,2025-05-19,2025-05-19,85680.0,168.0
RS-F-99-070006,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P45676,Sale,2025-08-20,2025-05-19,2025-05-19,153000.0,300.0
VT-F-99-010203,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P47174,Sale,2026-01-19,2025-05-19,2025-05-19,291600.0,24.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250096,Contractor,MTS,P46073,Sale,2025-05-21,2025-05-20,2025-05-20,22384.26,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054,Contractor,MTS,P45906,Sale,2025-05-21,2025-05-20,2025-05-20,20333.11,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054,Contractor,MTS,P45906,Sale,2025-05-26,2025-05-20,2025-05-20,20333.11,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250094,Contractor,MTS,P46071,Sale,2025-05-26,2025-05-20,2025-05-20,21996.66,3.0
CT-F-99-020524,PEM107,Omni Channel,Actual,LB250078 CT250061,Contractor,MTS,P45905,Sale,2025-06-30,2025-05-16,2025-05-16,47029.2,3.0
RS-F-99-090027,PEM107,Omni Channel,Actual,RS250200,Large Coporation,MTO,P47274,Sale,2025-06-16,2025-05-20,2025-05-20,7105.74,3.0
CT-F-99-020526,PEM107,Omni Channel,Actual,CT250046,Contractor,MTS,P45936,Sale,2025-05-30,2025-05-20,2025-05-20,17272.28,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054,End User,MTS,P45906,Sale,2025-05-27,2025-05-21,2025-05-21,20333.11,1.0
CT-F-99-020510,PEM107,Omni Channel,Actual,CT250009,End User,MTS,P46076,Sale,2025-05-27,2025-05-21,2025-05-21,26376.48,3.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250008,Contractor,MTS,P46075,Sale,2025-05-30,2025-05-21,2025-05-21,25819.05,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054 ,Contractor,MTS,P45906,Sale,2025-05-30,2025-05-21,2025-05-21,20333.11,1.0
RS-F-99-070005,PEM107,Omni Channel,Actual,RS250196,Cambodia,MTO,P46105,Sale,2025-06-11,2025-05-21,2025-05-21,7738.56,24.0
RS-F-99-041033,PEM107,Omni Channel,Actual,RS250197,Cambodia,MTO,P48829,Sale,2025-06-11,2025-05-21,2025-05-21,141330.75,15.0
RS-F-99-041005,PEM107,Omni Channel,Actual,RS250198,Cambodia,MTO,P51317,Sale,2025-06-11,2025-05-21,2025-05-21,59599.56,6.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,Contractor,MTS,P46074,Sale,2025-06-06,2025-05-22,2025-05-22,22471.77,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,Contractor,MTS,P45906,Sale,2025-06-06,2025-05-22,2025-05-22,20333.11,1.0
CT-F-99-020506,PEM107,Tendering,Actual,"CT250039,CT250083",Inside Group,MTO,P46073,Sale,2025-07-01,2025-05-22,2025-05-22,3066643.62,411.0
CT-F-99-020507,PEM107,Tendering,Actual,"CT250040,CT250084",Inside Group,MTO,P46074,Sale,2025-07-01,2025-05-22,2025-05-22,2149799.33,287.0
CT-F-99-020701,PEM107,Tendering,Actual,"CT250041,CT250085",Inside Group,MTO,P46090,Sale,2025-07-01,2025-05-22,2025-05-22,4439598.84,556.0
CT-F-99-020702,PEM107,Tendering,Actual,"CT250042,CT250086",Inside Group,MTO,P46091,Sale,2025-07-01,2025-05-22,2025-05-22,2112693.95,265.0
CT-F-99-020703,PEM107,Tendering,Actual,"CT250043,CT250087",Inside Group,MTO,P46092,Sale,2025-07-01,2025-05-22,2025-05-22,861835.78,107.0
CT-F-99-020706,PEM107,Tendering,Actual,CT250088,Inside Group,MTO,P46095,Sale,2025-07-01,2025-05-22,2025-05-22,237516.0,30.0
CT-F-99-020708,PEM107,Tendering,Actual,CT250090,Inside Group,MTO,P46096,Sale,2025-07-01,2025-05-22,2025-05-22,468506.48,52.0
CT-F-99-020709,PEM107,Tendering,Actual,CT250092,Inside Group,MTO,P46098,Sale,2025-07-01,2025-05-22,2025-05-22,18899.3,2.0
CT-F-99-020707,PEM107,Tendering,Actual,CT250089,Inside Group,MTO,P51530,Sale,2025-07-01,2025-05-22,2025-05-22,144438.48,18.0
CT-F-99-020710,PEM107,Tendering,Actual,CT250091,Inside Group,MTO,P51720,Sale,2025-07-01,2025-05-22,2025-05-22,73701.44,8.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Contractor,MTS,P45906,Sale,2025-07-28,2025-05-22,2025-05-22,20333.11,1.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT250099,Contractor,MTS,P45962,Sale,2025-07-28,2025-05-22,2025-05-22,51237.24,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Contractor,MTS,P45906,Sale,2025-07-28,2025-05-22,2025-05-22,20333.11,1.0
CT-F-99-020528,PEM107,Omni Channel,Actual,"CT250099, CT250113 ",Contractor,MTS,P45962,Sale,2025-07-28,2025-05-22,2025-05-22,51237.24,3.0
CT-F-99-020510,PEM107,Omni Channel,Actual,CT250065,End User,MTS,P46076,Sale,2025-05-29,2025-05-22,2025-05-22,26376.48,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054,End User,MTS,P45906,Sale,2025-05-29,2025-05-22,2025-05-22,20333.11,1.0
CT-F-99-020503,PEM107,Omni Channel,Actual,CT250003,Contractor,MTS,P46070,Sale,2025-05-30,2025-05-23,2025-05-23,21996.66,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,Contractor,MTS,P45906,Sale,2025-05-30,2025-05-23,2025-05-23,20333.11,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,Contractor,MTS,P45906,Sale,2025-06-02,2025-05-23,2025-05-23,20333.11,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250096,Contractor,MTS,P46073,Sale,2025-06-02,2025-05-23,2025-05-23,22384.26,3.0
CT-F-99-020502,PEM107,Omni Channel,Actual,"CT250019,CT250062",Contractor,MTS,P46069,Sale,2025-05-26,2025-05-23,2025-05-23,87126.6,12.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250055,Contractor,MTS,P45906,Sale,2025-05-26,2025-05-23,2025-05-23,81332.44,4.0
RS-F-99-070003,PEM107,Omni Channel,Actual,RS250204,Inside Group,MTO,P45536,Sale,2025-09-30,2025-05-26,2025-05-26,104025.0,300.0
RS-F-99-070006,PEM107,Omni Channel,Actual,RS250205,Inside Group,MTO,P45676,Sale,2025-09-30,2025-05-26,2025-05-26,97776.0,300.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT250135,Inside Group,MTO,P46069,Sale,2025-10-08,2025-05-26,2025-05-26,145211.0,20.0
CT-F-99-020503,PEM107,Omni Channel,Actual,CT250129,Inside Group,MTO,P46070,Sale,2025-09-30,2025-05-26,2025-05-26,73322.2,10.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250139,Inside Group,MTO,P46071,Sale,2025-09-30,2025-05-26,2025-05-26,29328.88,4.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250140,Inside Group,MTO,P46072,Sale,2025-06-20,2025-05-26,2025-05-26,29288.96,4.0
CT-F-99-020501,PEM107,Omni Channel,Actual,CT250133,Inside Group,MTO,P46123,Sale,2025-10-08,2025-05-26,2025-05-26,355690.5,50.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250085,Inside Group,MTO,P47174,Sale,2025-12-15,2025-05-26,2025-05-26,413201.5,50.0
CT-F-99-020514,PEM107,Omni Channel,Actual,CT250134,Inside Group,MTO,P51982,Sale,2025-09-30,2025-05-26,2025-05-26,71979.1,10.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,Contractor,MTS,P45906,Sale,2025-07-04,2025-05-27,2025-05-27,40666.22,2.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT250072,Contractor,MTO,P45922,Sale,2025-07-04,2025-05-27,2025-05-27,47039.43,3.0
CT-F-99-020526,PEM107,Omni Channel,Actual,"CT240327, CT250046",Contractor,MTS,P45936,Sale,2025-07-04,2025-05-27,2025-05-27,51816.84,3.0
RS-F-99-070006,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P45676,Sale,2025-06-20,2025-05-27,2025-05-27,52020.0,102.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250095,Contractor,MTS,P46072,Sale,2025-06-30,2025-05-07,2025-05-07,21966.72,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250029 ,Contractor,MTS,P45906,Sale,2025-05-30,2025-05-27,2025-05-27,20333.11,1.0
VT-F-99-010202,PEM107,Omni Channel,Actual,VT250038,Contractor,MTS,P45854,Sale,2025-05-27,2025-05-27,2025-05-27,19082.56,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Contractor,MTS,P45906,Sale,2025-06-06,2025-05-27,2025-05-27,20333.11,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250094,Contractor,MTS,P46071,Sale,2025-06-06,2025-05-27,2025-05-27,21996.66,3.0
