itemcode,division,revenue_type,status,jobcode,customer_segment,manufacturing_type,productID,typeOfSale,forecast_date,createDate,PODate,cost,qty
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-11-29,2024-10-21,2024-10-21,19003.97,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240223,Contractor,MTS,P1747,Sale,2024-10-22,2024-10-21,2024-10-21,13707.5,2.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,End User,MTS,P15311,Sale,2024-10-25,2024-10-22,2024-10-22,19003.97,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240213,End User,MTS,P1746,Sale,2024-10-25,2024-10-22,2024-10-22,21419.31,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240038,Smart Shop,MTS,P3555,Sale,2024-11-01,2024-10-22,2024-10-22,16767.14,2.0
CT-F-99-020502,PEM102-OLD,Omni Channel,Actual,CT240224,Smart Shop,MTS,P1744,Sale,2024-11-01,2024-10-22,2024-10-22,13962.2,2.0
RS-F-99-070002,PEM102-OLD,Omni Channel,Actual,RS240070,Smart Shop,MTS,P1799,Sale,2024-10-22,2024-10-22,2024-10-22,1198.11,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,End User,MTS,P15311,Sale,2024-11-14,2024-10-24,2024-10-24,19003.97,1.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,CT240177,End User,MTS,P1750,Sale,2024-11-14,2024-10-24,2024-10-24,25351.89,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,End User,MTS,P15311,Sale,2024-11-01,2024-10-24,2024-10-24,19003.97,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240243,End User,MTS,P1748,Sale,2024-11-01,2024-10-24,2024-10-24,21559.77,3.0
RS-F-99-070002,PEM102-OLD,Omni Channel,Actual,RS240070,Smart Shop,MTS,P1799,Sale,2024-10-25,2024-10-24,2024-10-24,1198.11,3.0
RS-F-99-070004,PEM102-OLD,Omni Channel,Actual,RS190334,Smart Shop,MTS,P1794,Sale,2024-10-25,2024-10-24,2024-10-24,1774.44,6.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240136,Contractor,MTS,P3555,Sale,2024-11-01,2024-10-24,2024-10-24,33534.28,4.0
CT-F-99-020503,PEM102-OLD,Omni Channel,Actual,CT240226,Contractor,MTS,P1745,Sale,2024-11-01,2024-10-24,2024-10-24,26613.52,4.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,"VT240136,VT240145",Contractor,MTS,P3555,Sale,2024-11-21,2024-10-24,2024-10-24,67068.56,8.0
CT-F-99-020501,PEM102-OLD,Omni Channel,Actual,CT240039,Contractor,MTS,P15555,Sale,2024-11-21,2024-10-24,2024-10-24,13201.66,2.0
CT-F-99-020502,PEM102-OLD,Omni Channel,Actual,CT240224,Contractor,MTS,P1744,Sale,2024-11-21,2024-10-24,2024-10-24,13962.2,2.0
CT-F-99-020503,PEM102-OLD,Omni Channel,Actual,CT240235,Contractor,MTS,P1745,Sale,2024-11-21,2024-10-24,2024-10-24,13306.76,2.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240238,Contractor,MTS,P1746,Sale,2024-11-21,2024-10-24,2024-10-24,14279.54,2.0
VT-F-99-010303,PEM102-OLD,Omni Channel,Actual,VT240056,Contractor,MTO,P7218,Sale,2024-11-15,2024-10-24,2024-10-24,20318.56,2.0
CT-F-99-020702,PEM102-OLD,Omni Channel,Actual,CT240277,Contractor,MTO,P1767,Sale,2024-11-15,2024-10-24,2024-10-24,15393.12,2.0
VT-F-99-010303,PEM102-OLD,Omni Channel,Actual,VT240056,Contractor,MTO,P7218,Sale,2024-11-15,2024-10-24,2024-10-24,20318.56,2.0
CT-F-99-020702,PEM102-OLD,Omni Channel,Actual,CT240277,Contractor,MTO,P1767,Sale,2024-11-15,2024-10-24,2024-10-24,15393.12,2.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240213,Contractor,MTS,P1746,Sale,2024-11-01,2024-10-25,2024-10-25,21419.31,3.0
VT-F-99-010203,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P3555,Sale,2025-06-20,2024-08-14,2024-08-14,291600.0,24.0
VT-F-99-010203,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P3555,Sale,2025-08-20,2024-08-14,2024-08-14,437400.0,36.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240213,Contractor,MTS,P1746,Sale,2024-11-01,2024-10-25,2024-10-25,21419.31,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-11-22,2024-10-28,2024-10-28,19003.97,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240223,Contractor,MTS,P1747,Sale,2024-11-22,2024-10-28,2024-10-28,20561.25,3.0
CT-F-99-020705,PEM102-OLD,Omni Channel,Actual,CT240290,,MTO,P1770,Sale,2024-11-14,2024-10-29,2024-10-29,24908.88,3.0
VT-F-99-010818,PEM102-OLD,Omni Channel,Actual,VT240110,,MTO,P6126,Sale,2024-11-14,2024-10-29,2024-10-29,23505.85,1.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-10-31,2024-10-29,2024-10-29,57011.91,3.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,"CT240159,CT240240",Contractor,MTS,P1750,Sale,2024-10-31,2024-10-29,2024-10-29,76055.67,9.0
RS-F-99-010122,PEM107,Omni Channel,Actual,RS240344,Contractor,MTO,P46976,Sale,2025-01-17,2024-10-30,2024-10-30,20690.96,2.0
RS-F-99-010123,PEM107,Omni Channel,Actual,RS240345,Contractor,MTO,P46977,Sale,2025-01-17,2024-10-30,2024-10-30,20348.1,2.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,End User,MTS,P15311,Sale,2024-11-15,2024-10-18,2024-10-18,19003.97,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240213,End User,MTS,P1746,Sale,2024-11-15,2024-10-18,2024-10-18,21419.31,3.0
CT-F-99-020503,PEM102-OLD,Omni Channel,Actual,CT240235,Contractor,MTS,P1745,Sale,2024-11-29,2024-10-30,2024-10-30,19960.14,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-11-29,2024-10-30,2024-10-30,19003.97,1.0
CT-F-99-020524,PEM102-OLD,Omni Channel,Actual,CT240178,Contractor,MTS,P15310,Sale,2024-11-06,2024-10-30,2024-10-30,38443.08,3.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240254,Contractor,MTS,P1748,Sale,2024-11-29,2024-10-30,2024-10-30,21559.77,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-11-29,2024-10-30,2024-10-30,19003.97,1.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,CT240240,Contractor,MTS,P1750,Sale,2024-11-07,2024-10-30,2024-10-30,16901.26,2.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240145,Contractor,MTS,P3555,Sale,2024-11-07,2024-10-30,2024-10-30,16767.14,2.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240254,Contractor,MTS,P1748,Sale,2024-11-15,2024-10-30,2024-10-30,14373.18,2.0
CT-F-99-020502,PEM102-OLD,Omni Channel,Actual,CT240224,Contractor,MTS,P1744,Sale,2024-11-15,2024-10-30,2024-10-30,13962.2,2.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240145,Contractor,MTS,P3555,Sale,2024-11-15,2024-10-30,2024-10-30,16767.14,2.0
CT-F-99-020502,PEM102-OLD,Omni Channel,Actual,CT240224,Contractor,MTS,P1744,Sale,2024-11-15,2024-10-30,2024-10-30,13962.2,2.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240145,Contractor,MTS,P3555,Sale,2024-11-15,2024-10-30,2024-10-30,16767.14,2.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-12-20,2024-10-30,2024-10-30,19003.97,1.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-11-15,2024-10-31,2024-10-31,19003.97,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240213,Contractor,MTS,P1746,Sale,2024-11-15,2024-10-31,2024-10-31,21419.31,3.0
CT-F-99-020524,PEM102-OLD,Omni Channel,Actual,CT240190,Contractor,MTS,P15310,Sale,2024-11-15,2024-10-31,2024-10-31,38443.08,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-11-15,2024-10-31,2024-10-31,19003.97,1.0
RS-F-99-070006,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P1089,Sale,2025-01-30,2024-10-31,2024-10-31,153000.0,300.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-11-07,2024-10-31,2024-10-31,19003.97,1.0
CT-F-99-020525,PEM102-OLD,Omni Channel,Actual,CT240222,Contractor,MTS,P15385,Sale,2024-11-07,2024-10-31,2024-10-31,38800.92,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-11-04,2024-10-31,2024-10-31,19003.97,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT230105,Contractor,MTS,P1747,Sale,2024-11-04,2024-10-31,2024-10-31,20561.25,3.0
CT-F-99-020503,PEM102-OLD,Omni Channel,Actual,CT240226,Contractor,MTS,P1745,Sale,2024-11-01,2024-10-31,2024-10-31,6653.38,1.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240145,Contractor,MTS,P3555,Sale,2024-11-07,2024-10-30,2024-10-30,16767.14,2.0
CT-F-99-020702,PEM102-OLD,Omni Channel,Actual,CT240292,การไฟฟ้าส่วนภูมิภาค เขต 1 (ภาคใต้),MTO,P1767,Sale,2024-12-18,2024-11-01,2024-11-01,15393.12,2.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,Contractor,MTS,P15311,Sale,2024-11-13,2024-11-04,2024-11-04,19003.97,1.0
CT-F-99-020528,PEM102-OLD,Omni Channel,Actual,CT240272,Contractor,MTS,P15568,Sale,2024-11-13,2024-11-04,2024-11-04,42939.54,3.0
CT-F-99-020530,PEM102-OLD,Omni Channel,Actual,CT240249,Contractor,MTS,P15585,Sale,2024-11-05,2024-11-04,2024-11-04,43475.04,3.0
CT-F-99-020726,PEM102-OLD,Omni Channel,Actual,CT240293,Contractor,MTO,P15864,Sale,2024-11-20,2024-10-31,2024-10-31,46697.94,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,Contractor,MTS,P15311,Sale,2024-11-08,2024-11-04,2024-11-04,19003.97,1.0
CT-F-99-020525,PEM102-OLD,Omni Channel,Actual,CT240222,Contractor,MTS,P15385,Sale,2024-11-08,2024-11-04,2024-11-04,38800.92,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,Contractor,MTS,P15311,Sale,2024-11-08,2024-11-04,2024-11-04,38007.94,2.0
CT-F-99-020527,PEM102-OLD,Omni Channel,Actual,CT240256,Contractor,MTS,P15384,Sale,2024-11-08,2024-11-04,2024-11-04,78843.9,6.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240223,End User,MTS,P1747,Sale,2024-11-22,2024-11-04,2024-11-04,20561.25,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,End User,MTS,P15311,Sale,2024-11-22,2024-11-04,2024-11-04,19003.97,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240254,End User,MTS,P1748,Sale,2024-11-22,2024-11-04,2024-11-04,21559.77,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240145,Smart Shop,MTS,P3555,Sale,2024-11-06,2024-11-04,2024-11-04,33534.28,4.0
CT-F-99-020503,PEM102-OLD,Omni Channel,Actual,CT240235,Smart Shop,MTS,P1745,Sale,2024-11-06,2024-11-04,2024-11-04,26613.52,4.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240213,Smart Shop,MTS,P1746,Sale,2024-11-15,2024-10-22,2024-10-22,21419.31,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,Contractor,MTS,P15311,Sale,2024-12-05,2024-11-05,2024-11-05,19003.97,1.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT240229,Contractor,MTS,P1749,Sale,2024-12-05,2024-11-05,2024-11-05,14536.62,2.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240145,Contractor,MTS,P3555,Sale,2024-12-05,2024-11-05,2024-11-05,16767.14,2.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240189,private company,MTS,P15311,Sale,2024-12-26,2024-11-05,2024-11-05,19003.97,1.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,Contractor,MTS,P15311,Sale,2025-01-15,2024-11-05,2024-11-05,38007.94,2.0
CT-F-99-020527,PEM102-OLD,Omni Channel,Actual,"CT240256,CT240276",Contractor,MTS,P15384,Sale,2025-01-15,2024-11-05,2024-11-05,78843.9,6.0
CT-F-99-020526,PEM102-OLD,Omni Channel,Actual,CT240173,End User,MTS,P15464,Sale,2024-12-06,2024-11-05,2024-11-05,46209.87,3.0
VT-F-99-010302,PEM102-OLD,Omni Channel,Actual,VT240184,การไฟฟ้าส่วนภูมิภาค เขต 2 (ภาคใต้),MTO,P3225,Sale,2024-12-18,2024-11-05,2024-11-05,10443.48,1.0
CT-F-99-020510,PEM107,Omni Channel,Actual,CT240255,Contractor,MTS,P46076,Sale,2025-01-31,2024-11-05,2024-11-05,25069.14,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240145,Contractor,MTS,P3555,Sale,2024-11-05,2024-11-05,2024-11-05,16767.14,2.0
CT-F-99-020510,PEM102-OLD,Omni Channel,Actual,CT240255,Contractor,MTS,P1751,Sale,2024-11-15,2024-11-05,2024-11-05,25069.14,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT240194,Contractor,MTS,P45906,Sale,2025-01-31,2024-11-05,2024-11-05,19003.97,1.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240136,Contractor,MTS,P3555,Sale,2024-11-11,2024-11-05,2024-11-05,16767.14,2.0
CT-F-99-020504,PEM107,Tendering,Actual,CT240200,Inside Group,MTO,P46071,Sale,2024-12-31,2024-11-05,2024-11-05,3569885.0,500.0
CT-F-99-020506,PEM107,Tendering,Actual,CT240202,Inside Group,MTO,P46073,Sale,2024-12-31,2024-11-05,2024-11-05,1250466.66,174.0
CT-F-99-020507,PEM107,Tendering,Actual,CT240203,Inside Group,MTO,P46074,Sale,2024-12-31,2024-11-05,2024-11-05,1439125.38,198.0
CT-F-99-020703,PEM107,Tendering,Actual,CT240204,Inside Group,MTO,P46092,Sale,2024-12-31,2024-11-05,2024-11-05,741676.8,96.0
CT-F-99-020705,PEM107,Tendering,Actual,CT240205,Inside Group,MTO,P46094,Sale,2024-12-31,2024-11-05,2024-11-05,315512.48,38.0
CT-F-99-020706,PEM107,Tendering,Actual,CT240206,Inside Group,MTO,P46095,Sale,2024-12-31,2024-11-05,2024-11-05,249088.8,30.0
CT-F-99-020708,PEM107,Tendering,Actual,CT240208,Inside Group,MTO,P46096,Sale,2024-12-31,2024-11-05,2024-11-05,451998.76,46.0
CT-F-99-020709,PEM107,Tendering,Actual,CT240210,Inside Group,MTO,P46098,Sale,2024-12-31,2024-11-05,2024-11-05,118718.76,12.0
RS-F-99-070002,PEM107,Tendering,Actual,RS240262,Inside Group,MTO,P46106,Sale,2024-12-31,2024-11-05,2024-11-05,798740.0,2000.0
CT-F-99-020707,PEM107,Tendering,Actual,CT240207,Inside Group,MTO,P51530,Sale,2024-12-31,2024-11-05,2024-11-05,137527.2,16.0
VT-F-99-010303,PEM107,Tendering,Actual,VT240126,Inside Group,MTO,P51638,Sale,2024-12-31,2024-11-05,2024-11-05,5079640.0,500.0
CT-F-99-020710,PEM107,Tendering,Actual,CT240209,Inside Group,MTO,P51720,Sale,2024-12-31,2024-11-05,2024-11-05,156807.84,16.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,Main Contractor,MTS,P15311,Sale,2024-11-15,2024-11-05,2024-11-05,19003.97,1.0
CT-F-99-020525,PEM102-OLD,Omni Channel,Actual,CT240280,Main Contractor,MTS,P15385,Sale,2024-11-15,2024-11-05,2024-11-05,38800.92,3.0
CT-F-99-020504,PEM107,Tendering,Actual,CT240201,Inside Group,MTO,P46071,Sale,2025-01-09,2024-11-05,2024-11-05,1313717.68,184.0
RS-F-99-070002,PEM107,Tendering,Actual,RS240263,Inside Group,MTO,P46106,Sale,2025-01-09,2024-11-05,2024-11-05,798740.0,2000.0
VT-F-99-010303,PEM107,Tendering,Actual,VT240127,Inside Group,MTO,P51638,Sale,2025-01-09,2024-11-05,2024-11-05,4795180.16,472.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240145,Smart Shop,MTS,P3555,Sale,2024-11-08,2024-11-06,2024-11-06,16767.14,2.0
CT-F-99-020502,PEM102-OLD,Omni Channel,Actual,CT240224,Smart Shop,MTS,P1744,Sale,2024-11-08,2024-11-06,2024-11-06,13962.2,2.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,"CT240213,CT240238",Smart Shop,MTS,P1746,Sale,2024-11-14,2024-11-06,2024-11-06,21419.31,3.0
VT-F-99-010715,PEM102-OLD,Omni Channel,Actual,VT240124,Smart Shop,MTS,P15837,Sale,2024-11-14,2024-11-06,2024-11-06,18520.58,1.0
RS-F-99-070002,PEM107,Tendering,Actual,RS240264,Inside Group,MTO,P46106,Sale,2025-02-07,2024-11-05,2024-11-05,798740.0,2000.0
RS-F-99-070002,PEM107,Tendering,Actual,RS240265,Inside Group,MTO,P46106,Sale,2025-03-07,2024-11-05,2024-11-05,798740.0,2000.0
RS-F-99-070002,PEM107,Tendering,Actual,RS240266,Inside Group,MTO,P46106,Sale,2025-04-07,2024-11-05,2024-11-05,798740.0,2000.0
RS-F-99-070002,PEM107,Tendering,Actual,RS240267,Inside Group,MTO,P46106,Sale,2025-05-07,2024-11-05,2024-11-05,798740.0,2000.0
RS-F-99-070002,PEM107,Tendering,Actual,RS240268,Inside Group,MTO,P46106,Sale,2025-06-06,2024-11-05,2024-11-05,497215.65,1245.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,End User,MTS,P15311,Sale,2024-11-15,2024-11-06,2024-11-06,19003.97,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240238,End User,MTS,P1746,Sale,2024-11-15,2024-11-06,2024-11-06,21419.31,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240145,Smart Shop,MTS,P3555,Sale,2024-11-08,2024-11-06,2024-11-06,41917.85,5.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240043,Smart Shop,MTS,P1747,Sale,2024-11-08,2024-11-06,2024-11-06,6853.75,1.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT240214,Smart Shop,MTS,P1749,Sale,2024-11-08,2024-11-06,2024-11-06,7268.31,1.0
CT-F-99-020510,PEM102-OLD,Omni Channel,Actual,CT240183,Smart Shop,MTS,P1751,Sale,2024-11-08,2024-11-06,2024-11-06,8356.38,1.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT240214,End User,MTS,P1749,Sale,2024-11-25,2024-11-06,2024-11-06,21804.93,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,End User,MTS,P15311,Sale,2024-11-25,2024-11-06,2024-11-06,19003.97,1.0
RS-F-99-090038,PEM102-OLD,Omni Channel,Actual,RS240355,Factory,MTO,P36270,Sale,2024-11-22,2024-11-06,2024-11-06,4465.95,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,Factory,MTS,P15311,Sale,2024-11-08,2024-11-07,2024-11-07,19003.97,1.0
CT-F-99-020526,PEM102-OLD,Omni Channel,Actual,CT240185,Factory,MTS,P15464,Sale,2024-11-08,2024-11-07,2024-11-07,46209.87,3.0
RS-F-99-070006,PEM107,Omni Channel,Actual,RS240357,Contractor / Private / End user,MTO,P45676,Sale,2025-01-31,2024-11-07,2024-11-07,92238.0,300.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240223,Dealer,MTS,P1747,Sale,2024-10-31,2024-10-15,2024-10-15,20561.25,3.0
VT-F-99-010715,PEM102-OLD,Omni Channel,Actual,VT240124,Factory,MTS,P15837,Sale,2024-11-12,2024-11-07,2024-11-07,18520.58,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240238,Factory,MTS,P1746,Sale,2024-11-12,2024-11-07,2024-11-07,21419.31,3.0
VT-F-99-010715,PEM102-OLD,Omni Channel,Actual,VT240124,Factory,MTS,P15837,Sale,2024-11-12,2024-11-07,2024-11-07,18520.58,1.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT240229,Factory,MTS,P1749,Sale,2024-11-12,2024-11-07,2024-11-07,21804.93,3.0
VT-F-99-010715,PEM102-OLD,Omni Channel,Actual,VT240124,VSPP/SPP,MTS,P15837,Sale,2024-11-22,2024-11-08,2024-11-08,18520.58,1.0
CT-F-99-020503,PEM102-OLD,Omni Channel,Actual,CT240235,VSPP/SPP,MTS,P1745,Sale,2024-11-22,2024-11-08,2024-11-08,19960.14,3.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240238,Dealer,MTS,P1746,Sale,2024-12-25,2024-11-08,2024-11-08,21419.31,3.0
RS-F-99-070005,PEM102-OLD,Omni Channel,Actual,RS240072,Cambodia,MTS,P1796,Sale,2024-11-21,2024-11-08,2024-11-08,5402.7,18.0
RS-F-99-070002,PEM102-OLD,Omni Channel,Actual,RS240308,Cambodia,MTS,P1799,Sale,2024-11-21,2024-11-08,2024-11-08,23962.2,60.0
RS-F-99-041034,PEM102-OLD,Omni Channel,Actual,RS240350,Cambodia,MTO,P4245,Sale,2025-01-31,2024-11-08,2024-11-08,109980.48,12.0
RS-F-99-041002,PEM102-OLD,Omni Channel,Actual,RS240348,Cambodia,MTO,P5014,Sale,2024-11-21,2024-11-08,2024-11-08,164281.14,18.0
RS-F-99-041004,PEM107,Omni Channel,Actual,RS240351,Cambodia,MTO,P51316,Sale,2025-01-15,2024-11-08,2024-11-08,110510.16,12.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240157,Contractor,MTS,P15311,Sale,2024-11-11,2024-11-11,2024-10-29,57011.91,3.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,"CT240159,CT240240",Contractor,MTS,P1750,Sale,2024-11-11,2024-11-11,2024-10-29,76055.67,9.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240136,Contractor,MTS,P3555,Sale,2024-11-13,2024-11-11,2024-11-11,16767.14,2.0
VT-F-99-010819,PEM102-OLD,Omni Channel,Actual,VT240147,Contractor,MTS,P15865,Sale,2024-12-06,2024-11-11,2024-11-11,25065.65,1.0
CT-F-99-020706,PEM102-OLD,Omni Channel,Actual,CT240296,Contractor,MTO,P1771,Sale,2024-12-06,2024-11-11,2024-11-11,24908.88,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,End User,MTS,P15311,Sale,2024-11-15,2024-11-11,2024-11-11,19003.97,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240254,End User,MTS,P1748,Sale,2024-11-15,2024-11-11,2024-11-11,21559.77,3.0
CT-F-99-020527,PEM102-OLD,Omni Channel,Actual,CT240276,Contractor,MTS,P33758,Sale,2024-11-18,2024-11-12,2024-11-12,39421.95,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240161,Contractor,MTS,P15311,Sale,2024-12-10,2024-11-12,2024-11-12,19003.97,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240254,Contractor,MTS,P1748,Sale,2024-12-10,2024-11-12,2024-11-12,21559.77,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240146,Contractor,MTS,P15311,Sale,2024-12-08,2024-11-12,2024-11-12,19003.97,1.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,"CT240096,CT240214",Contractor,MTS,P1749,Sale,2024-11-18,2024-11-12,2024-11-12,21804.93,3.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240254,Contractor,MTS,P1748,Sale,2024-11-15,2024-11-12,2024-11-12,21559.77,3.0
VT-F-99-010701,PEM102-OLD,Omni Channel,Actual,VT240154,Smart Shop,MTS,P2889,Sale,2024-11-15,2024-11-12,2024-11-12,19648.96,1.0
RS-F-99-070004,PEM102-OLD,Omni Channel,Actual,RS240071,Contractor,MTS,P1794,Sale,2024-11-13,2024-10-21,2024-10-21,887.22,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT240136,Contractor,MTS,P3555,Sale,2024-11-13,2024-11-11,2024-11-11,8383.57,1.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240158,Contractor,MTS,P15311,Sale,2024-11-14,2024-11-11,2024-11-11,19003.97,1.0
CT-F-99-020524,PEM102-OLD,Omni Channel,Actual,CT240190,Contractor,MTS,P15310,Sale,2024-11-14,2024-11-11,2024-11-11,38443.08,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240159,End User,MTS,P15311,Sale,2024-11-28,2024-11-12,2024-11-12,19003.97,1.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,"CT240240,CT240270",End User,MTS,P1750,Sale,2024-11-28,2024-11-12,2024-11-12,25351.89,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240159,,MTS,P15311,Sale,2024-11-15,2024-11-12,2024-11-12,19003.97,1.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,CT240240,,MTS,P1750,Sale,2024-11-15,2024-11-12,2024-11-12,25351.89,3.0
VT-F-99-010303,PEM102-OLD,Omni Channel,Actual,VT240056,Contractor,MTS,P7218,Sale,2024-11-13,2024-11-12,2024-11-12,20318.56,2.0
VT-F-99-010819,PEM102-OLD,Omni Channel,Actual,VT240147,Contractor,MTS,P15865,Sale,2024-12-10,2024-11-13,2024-11-13,50131.3,2.0
CT-F-99-020704,PEM102-OLD,Omni Channel,Actual,CT240297,Contractor,MTO,P1769,Sale,2024-12-10,2024-11-13,2024-11-13,45630.48,6.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT240166,Contractor,MTS,P46038,Sale,2025-02-28,2024-11-13,2024-11-13,50131.3,2.0
CT-F-99-020717,PEM107,Omni Channel,Actual,CT240298,Contractor,MTO,P46156,Sale,2025-02-28,2024-11-13,2024-11-13,44317.29,3.0
CT-F-99-020728,PEM107,Omni Channel,Actual,CT240299,Contractor,MTO,P46410,Sale,2025-02-28,2024-11-13,2024-11-13,50475.57,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240159,,MTS,P15311,Sale,2024-11-22,2024-11-14,2024-11-14,19003.97,1.0
